"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
689,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,688,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248318208,3895409306850,3895409334850,3895409337920,28000
690,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,689,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248319883,3895409334850,3895409361812,3895409365121,26962
691,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,690,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248322180,3895409609959,3895410398548,3895410411261,788589
692,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,691,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248324063,3895410398548,3895410423437,3895410426397,24889
693,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,692,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248325982,3895410423437,3895410450696,3895410453552,27259
694,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,693,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248327679,3895410450696,3895410475289,3895410478184,24593
695,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,694,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248330031,3895410698695,3895411242248,3895411254749,543553
696,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,695,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248331836,3895411268767,3895411297211,3895411300109,28444
697,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,696,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248333631,3895411297211,3895411322100,3895411325096,24889
698,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,697,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248335132,3895411322100,3895411346544,3895411349160,24444
