"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
555,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,554,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828220168,3897960672232,3897961389702,3897961407513,717470
556,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,555,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828221972,3897961389702,3897961412220,3897961417533,22518
557,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,556,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828224328,3897961412220,3897961437109,3897961443122,24889
558,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,557,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828226050,3897961437109,3897961461701,3897961467570,24592
559,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,558,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828228338,3897961685105,3897962236207,3897962253387,551102
560,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,559,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828230488,3897962256503,3897962285540,3897962290991,29037
561,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,560,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828232557,3897962285540,3897962310280,3897962316214,24740
562,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,561,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828234350,3897962310280,3897962335168,3897962340531,24888
563,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,562,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828236794,3897962558128,3897963266265,3897963283984,708137
564,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,563,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828238802,3897963266265,3897963287598,3897963293612,21333
565,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,564,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828240964,3897963287598,3897963311153,3897963316986,23555
566,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,565,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828242798,3897963311153,3897963333967,3897963339382,22814
567,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,566,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828245361,3897963544186,3897964079882,3897964122705,535696
568,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,567,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828247295,3897964140918,3897964165658,3897964170964,24740
569,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,568,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828249416,3897964165658,3897964188917,3897964194383,23259
570,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,569,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828251146,3897964188917,3897964211879,3897964217718,22962
571,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,570,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828253585,3897964402247,3897965099569,3897965116230,697322
572,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,571,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828255299,3897965099569,3897965119717,3897965125482,20148
573,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,572,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828257133,3897965119717,3897965142828,3897965148474,23111
574,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,573,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828261145,3897965142828,3897965165494,3897965171152,22666
575,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,574,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828263678,3897965355417,3897965887557,3897965906895,532140
576,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,575,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828265494,3897965948889,3897965973629,3897965979304,24740
