"Kind","Direction","Source_Agent_Id","Destination_Agent_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1355,40709639095815,40709642899557
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1356,40709643097336,40709643101484
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1357,40709650456077,40709652334466
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1358,40709652506913,40709652511209
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1359,40709652520987,40709652525728
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1360,40709652534320,40709652537876
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1361,40709652545876,40709652549283
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1362,40709652558024,40709652561432
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1363,40709652569432,40709652572987
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1364,40709652638618,40709652642470
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1365,40709652650766,40709652654173
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1366,40709652662470,40709652666025
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1367,40709652674322,40709652678174
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1368,40709652686174,40709652689729
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1369,40709652697729,40709652701285
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1370,40709652709729,40709652713433
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1371,40709652721581,40709652724989
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1372,40709652733137,40709652736693
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1373,40709652746767,40709652750471
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1374,40709652804842,40709652881731
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1375,40709652942028,40709653018770
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1376,40709659401945,40709661173223
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1377,40709661296187,40709661300483
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1378,40709661310854,40709661314261
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1379,40709717720748,40709718966390
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1380,40709719136910,40709719142391
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1381,40709732614086,40709736357384
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1382,40709736490274,40709736494570
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1383,40709743965462,40709745875260
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1384,40709746041928,40709746046076
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1385,40709746057780,40709746062669
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1386,40709746072447,40709746076003
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1387,40709746085780,40709746089336
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1388,40709746099262,40709746102818
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1389,40709746112595,40709746116003
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1390,40709746258671,40709746262523
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1391,40709746274671,40709746278079
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1392,40709746287857,40709746291264
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1393,40709746301042,40709746304894
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1394,40709746316746,40709746320301
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1395,40709746329783,40709746333339
